,Country Name,Indicator Name,Indicator Code,moyennes,medians,EcartTypes,Category
819372,Turkey,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
823037,Turkmenistan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
826702,Turks and Caicos Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,46.15,46.15,,D
830367,Tuvalu,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
834032,Uganda,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
837697,Ukraine,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
841362,United Arab Emirates,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
845027,United Kingdom,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
848692,United States,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
852357,Uruguay,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
856022,Uzbekistan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,0.00,A
859687,Vanuatu,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
863352,"Venezuela, RB","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
867017,Vietnam,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
870682,Virgin Islands (U.S.),"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
874347,West Bank and Gaza,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,0.00,A
878012,"Yemen, Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
881677,Zambia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
885342,Zimbabwe,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,72.02,72.02,1.31,C
